asset_id,canonical_path,category,subcategory,asset_type,entity_name,direction,animation_state,frame,source_zip,source_path,sha256,status,notes,visual_master_status
A00014,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/README.md,6d579308044a8c93268597b8e6c05f14fec6b95aa67f189a7f35917761ea60c0,skipped,,
A00015,,,,DOCUMENTATION,mobile_ui,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/20_mobile_ui/README.md,e23678c7e340341fbb4883278ba6cd9dc9abf6a408349b5dab552b9a2772019d,skipped,,
A00016,,,,DOCUMENTATION,mobile_ui,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/20_mobile_ui/components.css,ba4a1d009d53c3e3d142dcdeec8568882ad93788831ad245c125bc09042bb77b,skipped,,
A00017,,,,DOCUMENTATION,mobile_ui,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/20_mobile_ui/tokens.css,f5daf7da5acc37691d5c5f6aad3e7d15a86fbf47c59dfc71060b4959aaf5b03d,skipped,,
A00018,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/README.md,e727a34065a0a5ffa0c85f0e50a8ff1b1ae8771a55734f156e8f2023ed54b27d,skipped,,
A00019,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/preview/data.js,f42d9d7747798f40528683baff7308e94100c4af276d459e8fc3c6d5c4eb8e46,skipped,,
A00020,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/preview/index.html,6c1280e9896a132587490acaaebf590d0e8ff6ad6f17bdae265dd7e3474b14f7,skipped,,
A00021,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/preview/preview.css,8509d98e8da61dcffea8821995f96a6e04daeb48942dc7166c3f5aee0de0d8e1,skipped,,
A00022,,,,DOCUMENTATION,,,,,BRAMBLE_KITS_11_20.zip,BRAMBLE_KITS_11_20/preview/preview.js,bfedfb36c81cc7ba9b9898604206174d3efb3bc0d69d480f146bf654eb8201aa,skipped,,
A00023,,,,DOCUMENTATION,,,,,GAME_ASSET_CATALOG_V2.zip,GAME_ASSET_CATALOG_V2/ASSET_CATALOG.md,58a1ba51ab612c4fc0b9845b1d4ca289da76e6262f51b909953a308171bf9821,skipped,,
A00024,,,,DOCUMENTATION,,,,,GAME_ASSET_CATALOG_V2.zip,GAME_ASSET_CATALOG_V2/README.md,741826770dc98d7e44e4e8e46d180911bfa28deed9a2b56383fed3cd0ef08474,skipped,,
A00025,,,,DOCUMENTATION,,,,,GAME_ASSET_CATALOG_V2.zip,GAME_ASSET_CATALOG_V2/asset_manifest.csv,a31e4d8c1eb86baa12c83ebb4da5e8c41798d67537581e3802f6421e695a5451,skipped,,
A00026,,,,DOCUMENTATION,,,,,GAME_ASSET_CATALOG_V2.zip,GAME_ASSET_CATALOG_V2/kit_index.csv,2c8ae24170a08d0d9bce498a826296cbadc53d0e5a9e847543c1ba1804af360a,skipped,,
A00027,characters/animations/female/defeated_01/06_defeated_01.png,characters,animations,PRODUCTION_FRAME,female,,defeated_01,06,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/06_defeated_01.png,df4c3a621027c96e4e47d3e8e4d5b947ed6aadece4daea82020d8a4b2fd057a1,copied,,VISUAL_MASTER_ADJUST
A00028,characters/animations/female/defeated_02/07_defeated_02.png,characters,animations,PRODUCTION_FRAME,female,,defeated_02,07,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/07_defeated_02.png,db2334cd173829a88be65bcc8d27a254ac87412a6b3bfa800a42cb8b8461a619,copied,,VISUAL_MASTER_ADJUST
A00029,characters/animations/female/hit_01/04_hit_01.png,characters,animations,PRODUCTION_FRAME,female,,hit_01,04,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/04_hit_01.png,f7e2f44e21dd05be26333505d1703830cd119b903ef33e0dc18ad5e94c95e32f,copied,,VISUAL_MASTER_ADJUST
A00030,characters/animations/female/hit_02/05_hit_02.png,characters,animations,PRODUCTION_FRAME,female,,hit_02,05,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/05_hit_02.png,50c92291aab36e453f4b0412fd01edb0bf3674bff043970530b41f4b61c09aee,copied,,VISUAL_MASTER_ADJUST
A00031,characters/animations/female/idle_01/00_idle_01.png,characters,animations,PRODUCTION_FRAME,female,,idle_01,00,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/00_idle_01.png,ae201968d1c8ec67b6c9fecaed2825820a4214aad36fe6b369cef8c9cc801390,copied,,VISUAL_MASTER_ADJUST
A00032,characters/animations/female/idle_02/01_idle_02.png,characters,animations,PRODUCTION_FRAME,female,,idle_02,01,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/01_idle_02.png,e3fdd14fcb5bfd610fbb7fffde6728cf1912cb0d3e5590b3205dc56da1897af0,copied,,VISUAL_MASTER_ADJUST
A00033,characters/animations/female/idle_03/02_idle_03.png,characters,animations,PRODUCTION_FRAME,female,,idle_03,02,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/02_idle_03.png,a6f4f22544a6a1eeed9a3636b23e06ff100a71c6fab0fd58a22b7c01f53f5776,copied,,VISUAL_MASTER_ADJUST
A00034,characters/animations/female/idle_04/03_idle_04.png,characters,animations,PRODUCTION_FRAME,female,,idle_04,03,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/03_idle_04.png,c7d5cc7b08e9992f67d98d3aeb8d5af4455df608501d5462117d89c33650ece3,copied,,VISUAL_MASTER_ADJUST
A00035,characters/animations/female/run_01/00_run_01.png,characters,animations,PRODUCTION_FRAME,female,,run_01,00,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/00_run_01.png,0060c4422436c6feeba5210dbeff1033dcd065ba200ecdbf48670f0d8661b96c,copied,,VISUAL_MASTER_ADJUST
A00036,characters/animations/female/run_02/01_run_02.png,characters,animations,PRODUCTION_FRAME,female,,run_02,01,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/01_run_02.png,008bda3a30e19f9f554c952881c60c70e90fb1783157a4898e5eac1ea223a340,copied,,VISUAL_MASTER_ADJUST
A00037,characters/animations/female/run_03/02_run_03.png,characters,animations,PRODUCTION_FRAME,female,,run_03,02,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/02_run_03.png,f00ce2da0caa9b26b1d4476adab1c06111bfd87fc0beff2b08b5fcf590f98618,copied,,VISUAL_MASTER_ADJUST
A00038,characters/animations/female/run_04/03_run_04.png,characters,animations,PRODUCTION_FRAME,female,,run_04,03,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/67_female_run_damage/frames/03_run_04.png,8e5d58e96443692295b02d88765295a0bebe4de5782e9d474075e949b057f952,copied,,VISUAL_MASTER_ADJUST
A00039,characters/animations/female/walk_01/04_walk_01.png,characters,animations,PRODUCTION_FRAME,female,,walk_01,04,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/04_walk_01.png,cc71368f769cefba6609794c4ed051cbd3ee6ccb179f691baef131f2c9b7c3ab,copied,,VISUAL_MASTER_ADJUST
A00040,characters/animations/female/walk_02/05_walk_02.png,characters,animations,PRODUCTION_FRAME,female,,walk_02,05,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/05_walk_02.png,5c421335d1fbd32aa8dadcf2a3ff01b3cc7490192ac1f09af635966ec868c6b4,copied,,VISUAL_MASTER_ADJUST
A00041,characters/animations/female/walk_03/06_walk_03.png,characters,animations,PRODUCTION_FRAME,female,,walk_03,06,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/06_walk_03.png,86625984638ae8ebd3a0dc717ff1d55d540e61d25194969bb6efe2db0351402c,copied,,VISUAL_MASTER_ADJUST
A00042,characters/animations/female/walk_04/07_walk_04.png,characters,animations,PRODUCTION_FRAME,female,,walk_04,07,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/66_female_idle_walk/frames/07_walk_04.png,5d44b6cc1fd1af645bb1129ccd047fc9ac686474027aaba162f1b2b9826b2ca2,copied,,VISUAL_MASTER_ADJUST
A00043,characters/animations/male/attack_melee/00_male_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,male_ready,00,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/00_male_ready.png,3fbf95afe5e93c4dd48402ef81e31039e0e8750cc27ae56c98cb8f7cfcb371cb,copied,,VISUAL_MASTER_ADJUST
A00044,characters/animations/male/attack_melee/01_male_windup.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,male_windup,01,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/01_male_windup.png,2e277d4ab2195915c022630b5fa817cf58cf21de368d78b02e80594946d45247,copied,,VISUAL_MASTER_ADJUST
A00045,characters/animations/male/attack_melee/02_male_swing.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,male_swing,02,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/02_male_swing.png,d4075fcae61846411e0123f49a6ef6aa15242b43634f88b05bc879baf718daa1,copied,,VISUAL_MASTER_ADJUST
A00046,characters/animations/male/attack_melee/03_male_recover.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,male_recover,03,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/03_male_recover.png,d9a9f8028eb617a21616aa2c8d9e683ffcccfc22490aeba97f5d598b13e2a9b7,copied,,VISUAL_MASTER_ADJUST
A00047,characters/animations/male/attack_melee/04_female_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,female_ready,04,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/04_female_ready.png,c8a861fae13b71216d2af5e91a943cbcea6407650c8923a70d5ff93a08696044,copied,,VISUAL_MASTER_ADJUST
A00048,characters/animations/male/attack_melee/05_female_windup.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,female_windup,05,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/05_female_windup.png,71318a1d26bc9ba26454fa852df96a4faad1a015bb76064a6751a7263352f345,copied,,VISUAL_MASTER_ADJUST
A00049,characters/animations/male/attack_melee/06_female_swing.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,female_swing,06,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/06_female_swing.png,331baba81de6b97984299e1202220eb81d6f3944c5c77cc3ad2741df9e0d4f89,copied,,VISUAL_MASTER_ADJUST
A00050,characters/animations/male/attack_melee/07_female_recover.png,characters,animations,PRODUCTION_FRAME,unarmed_melee_attack_poses,,female_recover,07,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/88_unarmed_melee_attack_poses/frames/07_female_recover.png,a3084a1b25dd110a6f9f1be3235945aa44e7af06efa204a85ef954bbcf45349c,copied,,VISUAL_MASTER_ADJUST
A00051,characters/animations/male/attack_ranged/00_male_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,male_ready,00,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/00_male_ready.png,be863b76e4f75fb0f17f399121668b78a24cee421e72ca337386a7eb0c0d5ce7,copied,,VISUAL_MASTER_ADJUST
A00052,characters/animations/male/attack_ranged/01_male_draw_start.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,male_draw_start,01,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/01_male_draw_start.png,21a3ce426dbf72353797f13756de3223602ddc30571b05f9f0fabcb934634344,copied,,VISUAL_MASTER_ADJUST
A00053,characters/animations/male/attack_ranged/02_male_full_draw.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,male_full_draw,02,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/02_male_full_draw.png,7bbc0f8dc41142dcbdcdfcb3784669a53ddead99d19b2068c21c1e7bfcd329a0,copied,,VISUAL_MASTER_ADJUST
A00054,characters/animations/male/attack_ranged/03_male_release.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,male_release,03,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/03_male_release.png,e16e9cb5b2531e060f352a437779b65803c8e236b924c998964eb57d2e6e0aaf,copied,,VISUAL_MASTER_ADJUST
A00055,characters/animations/male/attack_ranged/04_female_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,female_ready,04,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/04_female_ready.png,2dcbbee886798ec1d4c13acb08cab72f6bf6d834f4c707acad168d7f0a8d418b,copied,,VISUAL_MASTER_ADJUST
A00056,characters/animations/male/attack_ranged/05_female_draw_start.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,female_draw_start,05,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/05_female_draw_start.png,20c90b149e4d44f287e3943e25fccc2f2c90cdbbf55d3a58a3a35489e0b5136d,copied,,VISUAL_MASTER_ADJUST
A00057,characters/animations/male/attack_ranged/06_female_full_draw.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,female_full_draw,06,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/06_female_full_draw.png,14ac7de9c6b3b0b9dd2744231608b8285d78c072c36bf4f185d16b94cb0431f3,copied,,VISUAL_MASTER_ADJUST
A00058,characters/animations/male/attack_ranged/07_female_release.png,characters,animations,PRODUCTION_FRAME,unarmed_ranged_attack_poses,,female_release,07,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/89_unarmed_ranged_attack_poses/frames/07_female_release.png,b5f3784f0a3711c523dd09440a4c6d6d3935680d44dc44451a1665cfb9d83b8b,copied,,VISUAL_MASTER_ADJUST
A00059,characters/animations/male/cast/00_male_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,male_ready,00,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/00_male_ready.png,d820e953cf97d080ceef246b9a4d862977d88458ad5c9866707ab7342fc6eca8,copied,,VISUAL_MASTER_ADJUST
A00060,characters/animations/male/cast/01_male_gather.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,male_gather,01,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/01_male_gather.png,57475e7e6f1cd42c61259514f48eacf564472f66ae6e69cc7f1c1c65f35f175b,copied,,VISUAL_MASTER_ADJUST
A00061,characters/animations/male/cast/02_male_channel.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,male_channel,02,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/02_male_channel.png,f5d518110c264c9f0788dd0681c744f19cd5c4e08a58105a56f21acf011e0056,copied,,VISUAL_MASTER_ADJUST
A00062,characters/animations/male/cast/03_male_release.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,male_release,03,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/03_male_release.png,4c0a9333d3b7a6d3b8c7f2ea5abc217dd0df791f7e7bcbfdd8c54118d8ac9a3d,copied,,VISUAL_MASTER_ADJUST
A00063,characters/animations/male/cast/04_female_ready.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,female_ready,04,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/04_female_ready.png,d77e3f94a4042dde52e8662b3ec4b776294e8b4221a05eef928cce14d13ff684,copied,,VISUAL_MASTER_ADJUST
A00064,characters/animations/male/cast/05_female_gather.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,female_gather,05,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/05_female_gather.png,e05acfb77a497eccefed38ece65ec4d47361e879676b33344546c2a698e75d99,copied,,VISUAL_MASTER_ADJUST
A00065,characters/animations/male/cast/06_female_channel.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,female_channel,06,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/06_female_channel.png,6a1362206df627cae729cecbbb037b13ff2ca18c9a6adebb48e6c96d04b2eb2e,copied,,VISUAL_MASTER_ADJUST
A00066,characters/animations/male/cast/07_female_release.png,characters,animations,PRODUCTION_FRAME,unarmed_magic_cast_poses,,female_release,07,BRAMBLE_KITS_84_93.zip,BRAMBLE_84_93/90_unarmed_magic_cast_poses/frames/07_female_release.png,0a887871c5d2daaec8ae89bb40a3cd96440a7a995f24963772fd9c4074dedb28,copied,,VISUAL_MASTER_ADJUST
A00067,characters/animations/male/defeated_01/06_defeated_01.png,characters,animations,PRODUCTION_FRAME,male,,defeated_01,06,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/06_defeated_01.png,483f1d911318566bc3de384730d4426c5b1a4b707934476c33a9c1b9fbe59042,copied,,VISUAL_MASTER_ADJUST
A00068,characters/animations/male/defeated_02/07_defeated_02.png,characters,animations,PRODUCTION_FRAME,male,,defeated_02,07,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/07_defeated_02.png,dd2dd4136502089beabdc809c2cc6eb73750cccdd78201f53f4cdeb6524ff362,copied,,VISUAL_MASTER_ADJUST
A00069,characters/animations/male/hit_01/04_hit_01.png,characters,animations,PRODUCTION_FRAME,male,,hit_01,04,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/04_hit_01.png,579c7d5b0fb0686317012b068f246af6f740942da117ac5d2c3865c573e50cd9,copied,,VISUAL_MASTER_ADJUST
A00070,characters/animations/male/hit_02/05_hit_02.png,characters,animations,PRODUCTION_FRAME,male,,hit_02,05,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/05_hit_02.png,b0c4003d426c0b8c9af85f4c089c393135ce04c6c506a0fe71a1bfdd4d78bdd8,copied,,VISUAL_MASTER_ADJUST
A00071,characters/animations/male/idle_01/00_idle_01.png,characters,animations,PRODUCTION_FRAME,male,,idle_01,00,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/00_idle_01.png,8e3f4177c59eb759893c926296ebd2a16c51e11224fc7526c79d31c12b8eeeea,copied,,VISUAL_MASTER_ADJUST
A00072,characters/animations/male/idle_02/01_idle_02.png,characters,animations,PRODUCTION_FRAME,male,,idle_02,01,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/01_idle_02.png,bc7dedf785bbe04b28095422855236e791e0b8be5e3c3d44555e22924ca77024,copied,,VISUAL_MASTER_ADJUST
A00073,characters/animations/male/idle_03/02_idle_03.png,characters,animations,PRODUCTION_FRAME,male,,idle_03,02,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/02_idle_03.png,f150e7715bb8230f0f773174b40e0295818a1714287677610fe8a8505f784eaf,copied,,VISUAL_MASTER_ADJUST
A00074,characters/animations/male/idle_04/03_idle_04.png,characters,animations,PRODUCTION_FRAME,male,,idle_04,03,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/03_idle_04.png,c92a87195a90556daa472945f9961dacc3fdd8bf3db5fd7ec2cc1a9292a81297,copied,,VISUAL_MASTER_ADJUST
A00075,characters/animations/male/run_01/00_run_01.png,characters,animations,PRODUCTION_FRAME,male,,run_01,00,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/00_run_01.png,f64f4e1899f51946f6ad241bae1818b418a0f7388c6ad437182f96373a1c3cdf,copied,,VISUAL_MASTER_ADJUST
A00076,characters/animations/male/run_02/01_run_02.png,characters,animations,PRODUCTION_FRAME,male,,run_02,01,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/01_run_02.png,71af8203477f87052edd4045c2493107364babef2d3a8e46af4572b6b6749fea,copied,,VISUAL_MASTER_ADJUST
A00077,characters/animations/male/run_03/02_run_03.png,characters,animations,PRODUCTION_FRAME,male,,run_03,02,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/02_run_03.png,2d2424589b94c597b09074b3c32b9769a550b04128cd97179c2fc1d2e138c81f,copied,,VISUAL_MASTER_ADJUST
A00078,characters/animations/male/run_04/03_run_04.png,characters,animations,PRODUCTION_FRAME,male,,run_04,03,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/65_male_run_damage/frames/03_run_04.png,449ab85a9eb69d50ea59f20375655ea6cb4bc3b4d367c452703949ffd5a89d06,copied,,VISUAL_MASTER_ADJUST
A00079,characters/animations/male/walk_01/04_walk_01.png,characters,animations,PRODUCTION_FRAME,male,,walk_01,04,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/04_walk_01.png,6f330f757aed74cf5a1b1375418f55dc7aaac61139790b8ab9991f535b3a6d66,copied,,VISUAL_MASTER_ADJUST
A00080,characters/animations/male/walk_02/05_walk_02.png,characters,animations,PRODUCTION_FRAME,male,,walk_02,05,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/05_walk_02.png,5febc5a221f3d6caa2dbee9f750c1974aec3e3430e360c84d8892aed4bc2609d,copied,,VISUAL_MASTER_ADJUST
A00081,characters/animations/male/walk_03/06_walk_03.png,characters,animations,PRODUCTION_FRAME,male,,walk_03,06,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/06_walk_03.png,47d4ad71b0a04d99f0df355d7c87015c7abf3dfaf9dcfcc25bd1c21ae16f81d7,copied,,VISUAL_MASTER_ADJUST
A00082,characters/animations/male/walk_04/07_walk_04.png,characters,animations,PRODUCTION_FRAME,male,,walk_04,07,BRAMBLE_ANIMATION_KITS_64_73.zip,BRAMBLE_64_73/64_male_idle_walk/frames/07_walk_04.png,d56c6fb4b9ef594b6a8dda1649a7842169c9c88c5670531bce4870cf100e43c9,copied,,VISUAL_MASTER_ADJUST
A00083,characters/base/female/animations/defeated.png,characters,base,PRODUCTION_SINGLE,female,,defeated,,BRAMBLE_54_63.zip,BRAMBLE_54_63/57_base_female_locomotion_damage/defeated.png,674a957362671ffb12b5125d26615af7090cac0c1e9e233ab8eefa94561f01b6,copied,,VISUAL_MASTER_ADJUST
A00084,characters/base/female/animations/hit.png,characters,base,PRODUCTION_SINGLE,female,,hit,,BRAMBLE_54_63.zip,BRAMBLE_54_63/57_base_female_locomotion_damage/hit.png,52add6417db198b8f4bb91f35f03828fbae4f4674bad9a1c40f8d6bcc54533fc,copied,,VISUAL_MASTER_ADJUST
A00085,characters/base/female/animations/idle/idle_a.png,characters,base,PRODUCTION_FRAME,female,,idle,a,BRAMBLE_54_63.zip,BRAMBLE_54_63/57_base_female_locomotion_damage/idle_a.png,e0d05ecdb1d585d02580cb462f79fb1e79708edb11475e07eb63f2d5887e0b8b,copied,,VISUAL_MASTER_ADJUST
A00086,characters/base/female/animations/idle/idle_b.png,characters,base,PRODUCTION_FRAME,female,,idle,b,BRAMBLE_54_63.zip,BRAMBLE_54_63/57_base_female_locomotion_damage/idle_b.png,2f3e7d581184690a7b94408c321fac803a96bc0671d0d223f07c526c867da6d8,copied,,VISUAL_MASTER_ADJUST
